Date,Hour,Timestamp,Time,Slot_ID,Slot_Type,Zone,Status,Status_Code,System_Status,PARKING OCCUPANCY,Total_Cars_Today,Total_Revenue,Avg_Parking_Duration_Hour,Peak_Hour_KPI,Potential_Lost_Revenue,Slot_Turnover_Rate,Smart_Alert
7/15/2026,1,2026-07-15 01:48:59,01:48:59,Slot_01,Standard,Zone D,Free,0,Online,12.5,0,0,1.5,1,105.0,0.85,Low Occupancy - Many Spots Free
7/15/2026,1,2026-07-15 01:48:59,01:48:59,Slot_02,Standard,Zone D,Busy,1,Online,12.5,0,0,1.5,1,105.0,2.24,Low Occupancy - Many Spots Free
7/15/2026,1,2026-07-15 01:48:59,01:48:59,Slot_03,Standard,Zone D,Free,0,Online,12.5,0,0,1.5,1,105.0,0.82,Low Occupancy - Many Spots Free
7/15/2026,1,2026-07-15 01:48:59,01:48:59,Slot_04,Standard,Zone D,Free,0,Online,12.5,0,0,1.5,1,105.0,1.92,Low Occupancy - Many Spots Free
7/15/2026,1,2026-07-15 01:48:59,01:48:59,Slot_05,Standard,Zone C,Free,0,Online,12.5,0,0,1.5,1,105.0,1.5,Low Occupancy - Many Spots Free
7/15/2026,1,2026-07-15 01:48:59,01:48:59,Slot_06,Standard,Zone D,Free,0,Online,12.5,0,0,1.5,1,105.0,1.1,Low Occupancy - Many Spots Free
7/15/2026,1,2026-07-15 01:48:59,01:48:59,Slot_07,Standard,Zone C,Free,0,Online,12.5,0,0,1.5,1,105.0,2.2,Low Occupancy - Many Spots Free
7/15/2026,1,2026-07-15 01:48:59,01:48:59,Slot_08,Standard,Zone C,Free,0,Online,12.5,0,0,1.5,1,105.0,2.85,Low Occupancy - Many Spots Free
7/15/2026,1,2026-07-15 01:53:59,01:53:59,Slot_01,Standard,Zone D,Free,0,Online,12.5,0,0,1.5,1,105.0,2.38,Low Occupancy - Many Spots Free
7/15/2026,1,2026-07-15 01:53:59,01:53:59,Slot_02,Standard,Zone D,Busy,1,Online,12.5,0,0,1.5,1,105.0,2.81,Low Occupancy - Many Spots Free
